FRASE
el acceso a este congelador está limitado de alguna manera
los plátanos verdes están creciendo en un árbol de plátano
los plátanos verdes y amarillos maduros abundan en la acera
los plátanos y las manzanas se venden en el mercado
los platos de postres están cerca de vasos de agua
los platos en los estantes abiertos están fácilmente a mano
los platos están en un fregadero debajo de una ventana
los platos principales se sirven en platos sobre una mesa
los postres se muestran alineados en una barra de mesa
los postres sobrantes se alinean en un plato muy largo
los productos de limpieza están en el mostrador del baño
los racimos de plátano se muestran encima de un camión
los racimos de plátanos están perfectamente dispuestos en una pantalla
los restos oxidados de un dispositivo metálico en malezas verdes
los semáforos están iluminados en un cielo oscuro y nublado
los semáforos son claramente visibles para que todos los veamos
los signos cuentan con el nombre de dos presidentes diferentes
los snowboarders están parados en un grupo en la nieve
los snowboarders están posando para una foto en la ladera
los snowboarders traen un perro con correa a la nieve
los suministros en un mostrador para hacer pan de plátano
los surfistas desafían las olas en el agitado océano azul
los surfistas disfrutan del cálido sol y el agua clara
los surfistas están atrapando las olas cerca de la playa
los surfistas están de pie en una marea alta charlando
los surfistas están listos para las olas que se avecinan
los surfistas están surfeando antes de que empiece a llover
los tazones tienen agua y una sola flor en ellos
los toros caminan por la calle frente a los autos
los trabajadores están ocupados sirviendo comidas debajo de la carpa
los trabajadores están recogiendo plátanos de grandes baños de agua
los trabajadores están trabajando en sus computadoras en sus escritorios
los transeúntes observan un crucero mientras caminan por la playa
los trenes antiguos están estacionados en una terminal con banderas
los trenes grandes se tiran en la estación de tren
los trenes modernos recorren las vías en una zona rural
los trenes salen de una estación en un entorno urbano
los tres amigos están en sus tablas de surf hablando
los tres amigos están posando para una foto mientras esquían
los tres chicos están creando sus propios pasos de baile
los tres panqueques están cubiertos de arándanos cerca de gelatina
los turistas encontrarán carteles azules como este en gran bretaña
los urinarios están alineados en una pared en un baño
los vagones del tren están en las vías del tren
los vasos de cerveza están llenos y listos para disfrutar
los vehículos de emergencia están en la escena del accidente
los videojuegos son divertidos para personas de todas las edades
los zapatos junto a la patineta están gastados y sucios
los zapatos negros de una persona están contra una patineta
una mujer está sentada mirando algo en su teléfono móvil
